0.0025	6.99487
0.0075	0
0.0125	0
0.0175	0
0.0225	0
0.0275	0
0.0325	0.00166902
0.0375	0
0.0425	0
0.0475	0
0.0525	0.00064038
0.0575	0.000127503
0.0625	0.306613
0.0675	0.985625
0.0725	1.03271
0.0775	1.8118
0.0825	2.7855
0.0875	2.06639
0.0925	1.32479
0.0975	0.85922
0.1025	0.604552
0.1075	0.504819
0.1125	0.507072
0.1175	0.568752
0.1225	0.675434
0.1275	0.813125
0.1325	0.96227
0.1375	1.11595
0.1425	1.26291
0.1475	1.32571
0.1525	1.29242
0.1575	1.21778
0.1625	1.13049
0.1675	1.01641
0.1725	0.896029
0.1775	0.808948
0.1825	0.785507
0.1875	0.819909
0.1925	0.869362
0.1975	0.926311
0.2025	0.989163
0.2075	1.05713
0.2125	1.11605
0.2175	1.15049
0.2225	1.15235
0.2275	1.11181
0.2325	1.04532
0.2375	0.977424
0.2425	0.931023
0.2475	0.904014
0.2525	0.899529
0.2575	0.911447
0.2625	0.937597
0.2675	0.972922
0.2725	1.01081
0.2775	1.04372
0.2825	1.06729
0.2875	1.07434
0.2925	1.06704
0.2975	1.04602
0.3025	1.01757
0.3075	0.987071
0.3125	0.963303
0.3175	0.947459
0.3225	0.945673
0.3275	0.95424
0.3325	0.971172
0.3375	0.99036
0.3425	1.01123
0.3475	1.02764
0.3525	1.03733
0.3575	1.04003
0.3625	1.03378
0.3675	1.02006
0.3725	1.00563
0.3775	0.990132
0.3825	0.977766
0.3875	0.970931
0.3925	0.970707
0.3975	0.975857
0.4025	0.985506
0.4075	0.99773
0.4125	1.00844
0.4175	1.01807
0.4225	1.02218
0.4275	1.02242
0.4325	1.01746
0.4375	1.01025
0.4425	1.00102
0.4475	0.991981
0.4525	0.986004
0.4575	0.982702
0.4625	0.983333
0.4675	0.986916
0.4725	0.993881
0.4775	1.00016
0.4825	1.00674
0.4875	1.01174
0.4925	1.013
0.4975	1.01124
