1	0.000469982	0.000373962	0.000356147	0.523061	299
2	0.000919753	0.000696681	0.000730907	0.306344	298
3	0.00135814	0.00102918	0.00103766	0.17286	297
4	0.0017971	0.00139398	0.00138273	0.102245	296
5	0.00220654	0.00175592	0.0016858	0.0551558	295
6	0.00263232	0.00213954	0.00186554	0.0492703	294
7	0.00307576	0.00249323	0.00208325	0.0321051	293
8	0.00341187	0.00282584	0.00237913	0.0457415	292
9	0.00370988	0.00321658	0.00264361	0.036098	291
10	0.0039975	0.00368621	0.00291617	0.0213947	290
11	0.00427074	0.00407941	0.00316949	0.0171119	289
12	0.00459291	0.00451328	0.00341473	0.0120624	288
13	0.005	0.00499126	0.0035818	0.0169822	287
14	0.00539539	0.00542177	0.00377116	0.0125023	286
15	0.00567628	0.0058288	0.00394233	0.0184486	285
16	0.00592913	0.006269	0.00410028	0.0158871	284
17	0.00613253	0.00670542	0.0042731	0.00927884	283
18	0.00639944	0.00709916	0.00451605	-0.00330611	282
19	0.00671876	0.00751674	0.00466958	0.00289248	281
20	0.00709923	0.00792052	0.00476888	8.21923e-05	280
21	0.00747269	0.00839498	0.00493455	0.000563998	279
22	0.00784832	0.00894216	0.00509362	0.00727838	278
23	0.00831358	0.00944182	0.00515882	0.00932108	277
24	0.00879512	0.00998303	0.00527432	0.00678825	276
25	0.00915458	0.0105007	0.00543457	0.00895748	275
26	0.00938955	0.010915	0.00556254	0.00315221	274
27	0.00972668	0.0113585	0.00564428	-0.0020263	273
28	0.0101546	0.0118703	0.005719	-0.0129221	272
29	0.0104074	0.0123765	0.00573253	-0.0204484	271
30	0.0106986	0.0128496	0.00579739	-0.0206283	270
31	0.0109068	0.0133372	0.00584839	-0.0216412	269
32	0.0111665	0.0138503	0.00594296	-0.0165396	268
33	0.0114095	0.0143361	0.00601446	-0.0125797	267
34	0.0116586	0.0147639	0.0060191	-0.00381499	266
35	0.0118753	0.0151626	0.0060659	-0.000360998	265
36	0.0121377	0.01558	0.00602757	0.00396736	264
37	0.0123127	0.0159463	0.00605761	0.00691747	263
38	0.012515	0.0162837	0.00619097	0.0135173	262
39	0.0126886	0.0166044	0.00628539	0.0149778	261
40	0.0128525	0.0169023	0.0063516	0.00964461	260
41	0.0129202	0.0172122	0.00640905	0.0014959	259
42	0.0130447	0.0175331	0.00638197	0.00448874	258
43	0.0131515	0.0178661	0.00628292	-0.000192015	257
44	0.0132992	0.0181441	0.00624417	-0.00666104	256
45	0.0135087	0.0184093	0.00620964	-0.00792566	255
46	0.0137147	0.0187526	0.00624591	-0.0057184	254
47	0.0138783	0.0191308	0.00628764	-0.00549845	253
48	0.0139749	0.0195521	0.00635134	0.000189595	252
49	0.014097	0.019987	0.00636048	0.00375768	251
50	0.0142736	0.020407	0.0063412	0.00336892	250
51	0.0143958	0.0209128	0.00634444	0.00534592	249
52	0.0145313	0.0214413	0.00641998	0.00960554	248
53	0.0146813	0.0219506	0.00648484	-0.000832332	247
54	0.0148421	0.0224559	0.00656769	-0.00299823	246
55	0.0150779	0.0229724	0.00674389	-0.00842746	245
56	0.0153249	0.0235327	0.00699632	-0.00859392	244
57	0.0155299	0.0240761	0.00727891	-0.00980362	243
58	0.0157403	0.0246146	0.0076499	-0.00466736	242
59	0.0160071	0.0250425	0.00803053	0.000526609	241
60	0.016178	0.0254878	0.00828551	0.000891864	240
61	0.0164583	0.0258894	0.00857687	0.0057956	239
62	0.0166915	0.02637	0.00886196	0.00718154	238
63	0.0168392	0.0267897	0.00917728	0.00502797	237
64	0.0170633	0.0272666	0.00952805	-0.0006997	236
65	0.0174178	0.0277367	0.00988213	-0.000496707	235
66	0.017716	0.0281964	0.0101832	-0.00598607	234
67	0.0180725	0.0287554	0.0104336	-0.00772498	233
68	0.0183497	0.0292235	0.0107461	-0.00828778	232
69	0.0186829	0.0296935	0.0110261	-0.00336404	231
70	0.019042	0.0301416	0.0112763	-0.00356676	230
71	0.0193924	0.0306009	0.0115529	0.00276328	229
72	0.0197606	0.0311804	0.0118546	0.00141291	228
73	0.0201843	0.0317816	0.0121029	-0.00255763	227
74	0.0205462	0.0323151	0.0122155	-0.00235919	226
75	0.0209307	0.0328518	0.012284	-0.00217262	225
76	0.0215	0.0334414	0.0123328	-0.00337945	224
77	0.0221162	0.0340412	0.0123844	0.000123146	223
78	0.0227844	0.0346312	0.0124536	0.00106406	222
79	0.0234975	0.0352644	0.0126276	-3.46343e-06	221
80	0.0240754	0.0358466	0.0128133	-0.00143864	220
81	0.0246311	0.0362871	0.0131099	-0.00217323	219
82	0.0251658	0.0367723	0.0133432	-0.00612328	218
83	0.0255964	0.0372701	0.0135924	-0.00267677	217
84	0.0260131	0.037789	0.0138348	-0.00329615	216
85	0.0263947	0.0381762	0.0140092	-0.0018109	215
86	0.0268109	0.0385699	0.0140611	0.000241987	214
87	0.0273051	0.0390293	0.0143193	0.00435969	213
88	0.0278809	0.039536	0.0146389	0.000969573	212
89	0.0283128	0.0399526	0.0148427	0.00248663	211
90	0.0287778	0.0403241	0.0149908	0.0028647	210
91	0.0292414	0.0407573	0.0150951	0.00878875	209
92	0.0296393	0.0412135	0.0153291	0.00308563	208
93	0.0300275	0.0417132	0.0155167	0.00567561	207
94	0.0304189	0.0422116	0.0156355	0.00475358	206
95	0.0307895	0.0427223	0.0157372	0.00477076	205
96	0.0312523	0.0433358	0.0157129	0.00198884	204
97	0.0315986	0.0439107	0.0156521	0.00241714	203
98	0.0320045	0.0445761	0.0154981	-0.0042889	202
99	0.0324621	0.0453599	0.0152435	-0.00320709	201
100	0.0328946	0.046189	0.015112	-0.000353584	200
101	0.0332183	0.04697	0.0150722	-0.00235654	199
102	0.0334996	0.0478677	0.0150478	-0.000149149	198
103	0.033742	0.0487982	0.0150031	0.00070472	197
104	0.0339629	0.0496949	0.0150167	-0.00355388	196
105	0.0341658	0.050665	0.0149719	-0.00731087	195
106	0.0343986	0.0515685	0.0148919	-0.00345072	194
107	0.0345953	0.0525518	0.014971	-0.00379827	193
108	0.0347735	0.0534245	0.0152588	-0.00225727	192
109	0.034926	0.0543681	0.0155506	0.000351991	191
110	0.0350581	0.0553599	0.0158144	-0.00147325	190
111	0.0352144	0.0563921	0.0161779	0.000670662	189
112	0.035357	0.0573803	0.0165804	-0.00180968	188
113	0.0354208	0.0584639	0.016949	-0.00323461	187
114	0.035708	0.0596798	0.0173239	-0.00352689	186
115	0.0358491	0.0608157	0.0177825	-0.00293605	185
116	0.0359653	0.0619692	0.0182093	-0.00356972	184
117	0.0360611	0.0632466	0.018637	0.000496682	183
118	0.0361514	0.064499	0.0190785	0.000875083	182
119	0.0363473	0.0656706	0.0194139	0.000834209	181
120	0.0363699	0.0667617	0.019713	-0.000307581	180
121	0.0363974	0.0678436	0.0200285	-0.000452229	179
122	0.0365614	0.0690239	0.0201501	0.000132184	178
123	0.0365874	0.0701667	0.0202571	0.00379888	177
124	0.0366063	0.0713958	0.0206203	0.00411817	176
125	0.0367677	0.0726547	0.0208538	0.00179494	175
126	0.0368177	0.0738904	0.0210365	0.00384759	174
127	0.0370544	0.0750565	0.0212081	0.00531505	173
128	0.0371723	0.0763475	0.021366	0.00262096	172
129	0.0373235	0.0777606	0.0214024	0.00282663	171
130	0.0375773	0.0791147	0.0215168	0.00185496	170
131	0.0377637	0.0805154	0.0215871	0.000735946	169
132	0.037766	0.0819952	0.0216614	0.00142905	168
133	0.0378252	0.0835278	0.021697	0.00304566	167
134	0.0375746	0.0849651	0.0216762	0.000507122	166
135	0.0374787	0.0860858	0.0216285	-0.000863392	165
136	0.0374401	0.0872713	0.0215258	-0.00395767	164
137	0.0373821	0.0885483	0.0216002	-0.00569425	163
138	0.0372873	0.0899256	0.0216955	-0.00457609	162
139	0.0371297	0.0912499	0.0218523	-0.00476545	161
140	0.036956	0.0925722	0.0220671	-0.00110079	160
141	0.0368109	0.0939681	0.0222912	0.00164053	159
142	0.0365219	0.0953037	0.0223891	0.00699221	158
143	0.0361586	0.0966918	0.0224837	0.00849837	157
144	0.0358841	0.0981042	0.0227359	0.00483562	156
145	0.0356576	0.0995474	0.0230993	0.00231286	155
146	0.0352853	0.100639	0.0233264	0.00271242	154
147	0.0348299	0.102123	0.0237236	0.00243072	153
148	0.0344937	0.103289	0.0241256	0.00199327	152
149	0.0341912	0.104433	0.0244618	0.00331809	151
150	0.034064	0.105674	0.0247734	5.40914e-05	150
151	0.0339458	0.107038	0.0251008	0.00255759	149
152	0.0336791	0.107958	0.025285	4.98059e-06	148
153	0.0334334	0.108682	0.0253549	-0.00223389	147
154	0.0331361	0.109696	0.0253518	-0.00189122	146
155	0.0326622	0.110781	0.0254798	0.00159797	145
156	0.0322843	0.112141	0.025557	0.00494434	144
157	0.0317548	0.113328	0.0258341	0.00214676	143
158	0.0310761	0.114121	0.0262643	-0.000905966	142
159	0.0304439	0.114935	0.0267531	-0.00565897	141
160	0.0298723	0.115812	0.0271761	-0.00599464	140
161	0.0293436	0.116598	0.0275831	-0.00764422	139
162	0.0289923	0.117218	0.0280215	-0.00916327	138
163	0.0287933	0.118717	0.0284635	-0.00700624	137
164	0.0284607	0.119602	0.0289326	-0.00156764	136
165	0.028085	0.120795	0.0294833	0.00224577	135
166	0.0277393	0.121861	0.0299777	0.00574039	134
167	0.0270767	0.12272	0.0304372	0.00584581	133
168	0.0266795	0.123829	0.0308684	0.0039425	132
169	0.026159	0.124624	0.0312218	0.0016855	131
170	0.0257119	0.125373	0.0315639	0.00184097	130
171	0.0254651	0.125347	0.0317916	0.00319164	129
172	0.0251294	0.125504	0.0320131	0.00603744	128
173	0.0247099	0.125746	0.0323797	0.00541827	127
174	0.0243454	0.126459	0.0327474	0.0006875	126
175	0.0239026	0.127118	0.0331036	-0.00236539	125
176	0.0234568	0.128095	0.0333959	-0.0037016	124
177	0.0228636	0.128731	0.033514	-0.00385079	123
178	0.0222023	0.130327	0.0338761	-0.00346894	122
179	0.0216559	0.131064	0.0341899	-0.00321268	121
180	0.0211221	0.132676	0.0343514	-0.000405377	120
181	0.0205265	0.133889	0.0344839	0.00606887	119
182	0.0200626	0.135734	0.0346127	0.00642078	118
183	0.019495	0.136939	0.0345839	0.00470582	117
184	0.0188701	0.138544	0.0344942	0.0041877	116
185	0.0183511	0.140555	0.0343005	0.00379662	115
186	0.0177868	0.142385	0.0341353	0.000236787	114
187	0.0173027	0.144419	0.0342271	0.000669282	113
188	0.0167131	0.145874	0.0343785	-0.0014495	112
189	0.0162239	0.147938	0.0343913	0.000201984	111
190	0.015598	0.149057	0.034499	0.00134296	110
191	0.0150839	0.150082	0.034724	0.00345092	109
192	0.0144555	0.15054	0.0348934	0.0017084	108
193	0.0138098	0.152021	0.0350654	0.0025767	107
